abbreviation,name,year,value
als,Alsace,1516,NA
auv,Auvergne,1516,NA
aux,Auxerre-Avalon,1516,NA
bea,Beaujolais and Maconnais,1516,NA
bor,Bordeaux,1516,NA
bur,Burgundy,1516,12
cha1,Champagne 1,1516,NA
cha2,Champagne 2,1516,NA
gai,Gaillac- South-West,1516,NA
ger,Germany,1516,NA
hlv,High Loire Valley,1516,NA
idf,Ile de France,1516,3.395833333333332
jur,Jura,1516,NA
lan,Languedoc,1516,NA
llv,Low Loire Valley,1516,NA
lux,Luxembourg,1516,NA
mar,Maritime alps,1516,12
nit,Northern Italy,1516,NA
nlo,Northern  Lorraine,1516,NA
nrv,Northern Rhone valley,1516,NA
sav,Savoie,1516,NA
spa,Spain,1516,NA
slo,Southern Lorraine,1516,NA
srv,Southern Rhone valley,1516,NA
swi,Switzerland (Leman Lake),1516,NA
vse,Various South-East,1516,NA
vpc,Vendée - Poitou Charente,1516,NA
als,Alsace,1517,NA
auv,Auvergne,1517,NA
aux,Auxerre-Avalon,1517,NA
bea,Beaujolais and Maconnais,1517,NA
bor,Bordeaux,1517,NA
bur,Burgundy,1517,26
cha1,Champagne 1,1517,NA
cha2,Champagne 2,1517,NA
gai,Gaillac- South-West,1517,3
ger,Germany,1517,NA
hlv,High Loire Valley,1517,NA
idf,Ile de France,1517,NA
jur,Jura,1517,NA
lan,Languedoc,1517,NA
llv,Low Loire Valley,1517,NA
lux,Luxembourg,1517,NA
mar,Maritime alps,1517,17
nit,Northern Italy,1517,NA
nlo,Northern  Lorraine,1517,NA
nrv,Northern Rhone valley,1517,NA
sav,Savoie,1517,NA
spa,Spain,1517,45
slo,Southern Lorraine,1517,NA
srv,Southern Rhone valley,1517,NA
swi,Switzerland (Leman Lake),1517,24
vse,Various South-East,1517,NA
vpc,Vendée - Poitou Charente,1517,NA
als,Alsace,1518,NA
auv,Auvergne,1518,NA
aux,Auxerre-Avalon,1518,NA
bea,Beaujolais and Maconnais,1518,NA
bor,Bordeaux,1518,NA
bur,Burgundy,1518,22
cha1,Champagne 1,1518,NA
cha2,Champagne 2,1518,NA
gai,Gaillac- South-West,1518,NA
ger,Germany,1518,NA
hlv,High Loire Valley,1518,NA
idf,Ile de France,1518,12.364583333333332
jur,Jura,1518,NA
lan,Languedoc,1518,NA
llv,Low Loire Valley,1518,NA
lux,Luxembourg,1518,NA
mar,Maritime alps,1518,24
nit,Northern Italy,1518,NA
nlo,Northern  Lorraine,1518,NA
nrv,Northern Rhone valley,1518,NA
sav,Savoie,1518,NA
spa,Spain,1518,NA
slo,Southern Lorraine,1518,NA
srv,Southern Rhone valley,1518,NA
swi,Switzerland (Leman Lake),1518,35
vse,Various South-East,1518,NA
vpc,Vendée - Poitou Charente,1518,NA
als,Alsace,1519,NA
auv,Auvergne,1519,NA
aux,Auxerre-Avalon,1519,NA
bea,Beaujolais and Maconnais,1519,NA
bor,Bordeaux,1519,NA
bur,Burgundy,1519,40
cha1,Champagne 1,1519,NA
cha2,Champagne 2,1519,NA
gai,Gaillac- South-West,1519,NA
ger,Germany,1519,NA
hlv,High Loire Valley,1519,NA
idf,Ile de France,1519,NA
jur,Jura,1519,NA
lan,Languedoc,1519,NA
llv,Low Loire Valley,1519,NA
lux,Luxembourg,1519,NA
mar,Maritime alps,1519,18
nit,Northern Italy,1519,NA
nlo,Northern  Lorraine,1519,NA
nrv,Northern Rhone valley,1519,NA
sav,Savoie,1519,NA
spa,Spain,1519,47
slo,Southern Lorraine,1519,NA
srv,Southern Rhone valley,1519,NA
swi,Switzerland (Leman Lake),1519,41
vse,Various South-East,1519,NA
vpc,Vendée - Poitou Charente,1519,NA
als,Alsace,1520,NA
auv,Auvergne,1520,NA
aux,Auxerre-Avalon,1520,NA
bea,Beaujolais and Maconnais,1520,NA
bor,Bordeaux,1520,NA
bur,Burgundy,1520,NA
cha1,Champagne 1,1520,NA
cha2,Champagne 2,1520,NA
gai,Gaillac- South-West,1520,NA
ger,Germany,1520,NA
hlv,High Loire Valley,1520,NA
idf,Ile de France,1520,10.333333333333332
jur,Jura,1520,NA
lan,Languedoc,1520,NA
llv,Low Loire Valley,1520,NA
lux,Luxembourg,1520,NA
mar,Maritime alps,1520,23
nit,Northern Italy,1520,NA
nlo,Northern  Lorraine,1520,NA
nrv,Northern Rhone valley,1520,NA
sav,Savoie,1520,NA
spa,Spain,1520,NA
slo,Southern Lorraine,1520,NA
srv,Southern Rhone valley,1520,NA
swi,Switzerland (Leman Lake),1520,26
vse,Various South-East,1520,NA
vpc,Vendée - Poitou Charente,1520,NA
als,Alsace,1521,NA
auv,Auvergne,1521,NA
aux,Auxerre-Avalon,1521,NA
bea,Beaujolais and Maconnais,1521,NA
bor,Bordeaux,1521,NA
bur,Burgundy,1521,NA
cha1,Champagne 1,1521,NA
cha2,Champagne 2,1521,NA
gai,Gaillac- South-West,1521,NA
ger,Germany,1521,NA
hlv,High Loire Valley,1521,NA
idf,Ile de France,1521,21.333333333333332
jur,Jura,1521,NA
lan,Languedoc,1521,NA
llv,Low Loire Valley,1521,NA
lux,Luxembourg,1521,NA
mar,Maritime alps,1521,NA
nit,Northern Italy,1521,NA
nlo,Northern  Lorraine,1521,NA
nrv,Northern Rhone valley,1521,NA
sav,Savoie,1521,NA
spa,Spain,1521,NA
slo,Southern Lorraine,1521,NA
srv,Southern Rhone valley,1521,NA
swi,Switzerland (Leman Lake),1521,26
vse,Various South-East,1521,NA
vpc,Vendée - Poitou Charente,1521,NA
als,Alsace,1522,NA
auv,Auvergne,1522,NA
aux,Auxerre-Avalon,1522,NA
bea,Beaujolais and Maconnais,1522,NA
bor,Bordeaux,1522,NA
bur,Burgundy,1522,36
cha1,Champagne 1,1522,NA
cha2,Champagne 2,1522,NA
gai,Gaillac- South-West,1522,NA
ger,Germany,1522,NA
hlv,High Loire Valley,1522,NA
idf,Ile de France,1522,26.333333333333332
jur,Jura,1522,NA
lan,Languedoc,1522,NA
llv,Low Loire Valley,1522,NA
lux,Luxembourg,1522,NA
mar,Maritime alps,1522,NA
nit,Northern Italy,1522,NA
nlo,Northern  Lorraine,1522,NA
nrv,Northern Rhone valley,1522,NA
sav,Savoie,1522,NA
spa,Spain,1522,NA
slo,Southern Lorraine,1522,NA
srv,Southern Rhone valley,1522,NA
swi,Switzerland (Leman Lake),1522,41
vse,Various South-East,1522,NA
vpc,Vendée - Poitou Charente,1522,NA
als,Alsace,1523,NA
auv,Auvergne,1523,NA
aux,Auxerre-Avalon,1523,NA
bea,Beaujolais and Maconnais,1523,NA
bor,Bordeaux,1523,NA
bur,Burgundy,1523,26
cha1,Champagne 1,1523,NA
cha2,Champagne 2,1523,NA
gai,Gaillac- South-West,1523,NA
ger,Germany,1523,NA
hlv,High Loire Valley,1523,NA
idf,Ile de France,1523,24.364583333333332
jur,Jura,1523,NA
lan,Languedoc,1523,NA
llv,Low Loire Valley,1523,NA
lux,Luxembourg,1523,NA
mar,Maritime alps,1523,NA
nit,Northern Italy,1523,NA
nlo,Northern  Lorraine,1523,NA
nrv,Northern Rhone valley,1523,NA
sav,Savoie,1523,NA
spa,Spain,1523,NA
slo,Southern Lorraine,1523,NA
srv,Southern Rhone valley,1523,NA
swi,Switzerland (Leman Lake),1523,35
vse,Various South-East,1523,NA
vpc,Vendée - Poitou Charente,1523,NA
als,Alsace,1524,NA
auv,Auvergne,1524,NA
aux,Auxerre-Avalon,1524,NA
bea,Beaujolais and Maconnais,1524,NA
bor,Bordeaux,1524,NA
bur,Burgundy,1524,NA
cha1,Champagne 1,1524,NA
cha2,Champagne 2,1524,NA
gai,Gaillac- South-West,1524,NA
ger,Germany,1524,NA
hlv,High Loire Valley,1524,NA
idf,Ile de France,1524,11.395833333333332
jur,Jura,1524,25
lan,Languedoc,1524,3.41
llv,Low Loire Valley,1524,NA
lux,Luxembourg,1524,NA
mar,Maritime alps,1524,NA
nit,Northern Italy,1524,NA
nlo,Northern  Lorraine,1524,NA
nrv,Northern Rhone valley,1524,NA
sav,Savoie,1524,NA
spa,Spain,1524,NA
slo,Southern Lorraine,1524,NA
srv,Southern Rhone valley,1524,NA
swi,Switzerland (Leman Lake),1524,NA
vse,Various South-East,1524,NA
vpc,Vendée - Poitou Charente,1524,NA
als,Alsace,1525,NA
auv,Auvergne,1525,NA
aux,Auxerre-Avalon,1525,NA
bea,Beaujolais and Maconnais,1525,NA
bor,Bordeaux,1525,NA
bur,Burgundy,1525,21
cha1,Champagne 1,1525,NA
cha2,Champagne 2,1525,NA
gai,Gaillac- South-West,1525,NA
ger,Germany,1525,NA
hlv,High Loire Valley,1525,NA
idf,Ile de France,1525,17.864583333333332
jur,Jura,1525,34.48809523809524
lan,Languedoc,1525,NA
llv,Low Loire Valley,1525,NA
lux,Luxembourg,1525,NA
mar,Maritime alps,1525,NA
nit,Northern Italy,1525,NA
nlo,Northern  Lorraine,1525,NA
nrv,Northern Rhone valley,1525,NA
sav,Savoie,1525,NA
spa,Spain,1525,NA
slo,Southern Lorraine,1525,NA
srv,Southern Rhone valley,1525,NA
swi,Switzerland (Leman Lake),1525,NA
vse,Various South-East,1525,NA
vpc,Vendée - Poitou Charente,1525,NA
als,Alsace,1526,NA
auv,Auvergne,1526,NA
aux,Auxerre-Avalon,1526,NA
bea,Beaujolais and Maconnais,1526,NA
bor,Bordeaux,1526,NA
bur,Burgundy,1526,NA
cha1,Champagne 1,1526,NA
cha2,Champagne 2,1526,NA
gai,Gaillac- South-West,1526,NA
ger,Germany,1526,NA
hlv,High Loire Valley,1526,NA
idf,Ile de France,1526,23.40304487179487
jur,Jura,1526,39.98809523809524
lan,Languedoc,1526,NA
llv,Low Loire Valley,1526,NA
lux,Luxembourg,1526,NA
mar,Maritime alps,1526,NA
nit,Northern Italy,1526,NA
nlo,Northern  Lorraine,1526,NA
nrv,Northern Rhone valley,1526,NA
sav,Savoie,1526,NA
spa,Spain,1526,NA
slo,Southern Lorraine,1526,NA
srv,Southern Rhone valley,1526,NA
swi,Switzerland (Leman Lake),1526,33
vse,Various South-East,1526,NA
vpc,Vendée - Poitou Charente,1526,NA
als,Alsace,1527,NA
auv,Auvergne,1527,NA
aux,Auxerre-Avalon,1527,NA
bea,Beaujolais and Maconnais,1527,NA
bor,Bordeaux,1527,NA
bur,Burgundy,1527,43
cha1,Champagne 1,1527,NA
cha2,Champagne 2,1527,NA
gai,Gaillac- South-West,1527,NA
ger,Germany,1527,NA
hlv,High Loire Valley,1527,NA
idf,Ile de France,1527,38.86458333333333
jur,Jura,1527,56
lan,Languedoc,1527,NA
llv,Low Loire Valley,1527,NA
lux,Luxembourg,1527,NA
mar,Maritime alps,1527,NA
nit,Northern Italy,1527,NA
nlo,Northern  Lorraine,1527,NA
nrv,Northern Rhone valley,1527,NA
sav,Savoie,1527,NA
spa,Spain,1527,61
slo,Southern Lorraine,1527,NA
srv,Southern Rhone valley,1527,40.84210526315789
swi,Switzerland (Leman Lake),1527,NA
vse,Various South-East,1527,NA
vpc,Vendée - Poitou Charente,1527,NA
als,Alsace,1528,NA
auv,Auvergne,1528,NA
aux,Auxerre-Avalon,1528,NA
bea,Beaujolais and Maconnais,1528,NA
bor,Bordeaux,1528,NA
bur,Burgundy,1528,35
cha1,Champagne 1,1528,NA
cha2,Champagne 2,1528,NA
gai,Gaillac- South-West,1528,NA
ger,Germany,1528,NA
hlv,High Loire Valley,1528,NA
idf,Ile de France,1528,22.864583333333332
jur,Jura,1528,52
lan,Languedoc,1528,NA
llv,Low Loire Valley,1528,NA
lux,Luxembourg,1528,NA
mar,Maritime alps,1528,NA
nit,Northern Italy,1528,NA
nlo,Northern  Lorraine,1528,NA
nrv,Northern Rhone valley,1528,NA
sav,Savoie,1528,NA
spa,Spain,1528,53
slo,Southern Lorraine,1528,NA
srv,Southern Rhone valley,1528,NA
swi,Switzerland (Leman Lake),1528,39
vse,Various South-East,1528,NA
vpc,Vendée - Poitou Charente,1528,NA
als,Alsace,1529,NA
auv,Auvergne,1529,NA
aux,Auxerre-Avalon,1529,NA
bea,Beaujolais and Maconnais,1529,NA
bor,Bordeaux,1529,NA
bur,Burgundy,1529,NA
cha1,Champagne 1,1529,NA
cha2,Champagne 2,1529,NA
gai,Gaillac- South-West,1529,NA
ger,Germany,1529,NA
hlv,High Loire Valley,1529,NA
idf,Ile de France,1529,40.39583333333333
jur,Jura,1529,60.48809523809524
lan,Languedoc,1529,NA
llv,Low Loire Valley,1529,NA
lux,Luxembourg,1529,NA
mar,Maritime alps,1529,NA
nit,Northern Italy,1529,NA
nlo,Northern  Lorraine,1529,NA
nrv,Northern Rhone valley,1529,NA
sav,Savoie,1529,NA
spa,Spain,1529,45
slo,Southern Lorraine,1529,NA
srv,Southern Rhone valley,1529,NA
swi,Switzerland (Leman Lake),1529,50
vse,Various South-East,1529,NA
vpc,Vendée - Poitou Charente,1529,NA
als,Alsace,1530,NA
auv,Auvergne,1530,NA
aux,Auxerre-Avalon,1530,NA
bea,Beaujolais and Maconnais,1530,NA
bor,Bordeaux,1530,NA
bur,Burgundy,1530,15
cha1,Champagne 1,1530,NA
cha2,Champagne 2,1530,NA
gai,Gaillac- South-West,1530,NA
ger,Germany,1530,NA
hlv,High Loire Valley,1530,NA
idf,Ile de France,1530,11.395833333333332
jur,Jura,1530,25
lan,Languedoc,1530,NA
llv,Low Loire Valley,1530,NA
lux,Luxembourg,1530,NA
mar,Maritime alps,1530,NA
nit,Northern Italy,1530,NA
nlo,Northern  Lorraine,1530,NA
nrv,Northern Rhone valley,1530,NA
sav,Savoie,1530,NA
spa,Spain,1530,NA
slo,Southern Lorraine,1530,NA
srv,Southern Rhone valley,1530,NA
swi,Switzerland (Leman Lake),1530,50
vse,Various South-East,1530,NA
vpc,Vendée - Poitou Charente,1530,NA
als,Alsace,1531,NA
auv,Auvergne,1531,NA
aux,Auxerre-Avalon,1531,NA
bea,Beaujolais and Maconnais,1531,NA
bor,Bordeaux,1531,NA
bur,Burgundy,1531,NA
cha1,Champagne 1,1531,NA
cha2,Champagne 2,1531,NA
gai,Gaillac- South-West,1531,NA
ger,Germany,1531,NA
hlv,High Loire Valley,1531,NA
idf,Ile de France,1531,25.395833333333332
jur,Jura,1531,36.48809523809524
lan,Languedoc,1531,NA
llv,Low Loire Valley,1531,NA
lux,Luxembourg,1531,NA
mar,Maritime alps,1531,NA
nit,Northern Italy,1531,NA
nlo,Northern  Lorraine,1531,NA
nrv,Northern Rhone valley,1531,NA
sav,Savoie,1531,NA
spa,Spain,1531,NA
slo,Southern Lorraine,1531,NA
srv,Southern Rhone valley,1531,NA
swi,Switzerland (Leman Lake),1531,35
vse,Various South-East,1531,NA
vpc,Vendée - Poitou Charente,1531,NA
als,Alsace,1532,NA
auv,Auvergne,1532,NA
aux,Auxerre-Avalon,1532,NA
bea,Beaujolais and Maconnais,1532,NA
bor,Bordeaux,1532,27
bur,Burgundy,1532,20
cha1,Champagne 1,1532,NA
cha2,Champagne 2,1532,NA
gai,Gaillac- South-West,1532,NA
ger,Germany,1532,NA
hlv,High Loire Valley,1532,NA
idf,Ile de France,1532,22.395833333333332
jur,Jura,1532,34
lan,Languedoc,1532,NA
llv,Low Loire Valley,1532,NA
lux,Luxembourg,1532,NA
mar,Maritime alps,1532,NA
nit,Northern Italy,1532,NA
nlo,Northern  Lorraine,1532,NA
nrv,Northern Rhone valley,1532,NA
sav,Savoie,1532,NA
spa,Spain,1532,NA
slo,Southern Lorraine,1532,NA
srv,Southern Rhone valley,1532,2.0384615384615365
swi,Switzerland (Leman Lake),1532,NA
vse,Various South-East,1532,NA
vpc,Vendée - Poitou Charente,1532,NA
als,Alsace,1533,NA
auv,Auvergne,1533,NA
aux,Auxerre-Avalon,1533,NA
bea,Beaujolais and Maconnais,1533,NA
bor,Bordeaux,1533,35
bur,Burgundy,1533,36
cha1,Champagne 1,1533,NA
cha2,Champagne 2,1533,NA
gai,Gaillac- South-West,1533,NA
ger,Germany,1533,NA
hlv,High Loire Valley,1533,NA
idf,Ile de France,1533,21.364583333333332
jur,Jura,1533,38.48809523809524
lan,Languedoc,1533,NA
llv,Low Loire Valley,1533,NA
lux,Luxembourg,1533,NA
mar,Maritime alps,1533,NA
nit,Northern Italy,1533,NA
nlo,Northern  Lorraine,1533,NA
nrv,Northern Rhone valley,1533,NA
sav,Savoie,1533,NA
spa,Spain,1533,NA
slo,Southern Lorraine,1533,NA
srv,Southern Rhone valley,1533,NA
swi,Switzerland (Leman Lake),1533,39
vse,Various South-East,1533,NA
vpc,Vendée - Poitou Charente,1533,NA
als,Alsace,1534,NA
auv,Auvergne,1534,NA
aux,Auxerre-Avalon,1534,NA
bea,Beaujolais and Maconnais,1534,NA
bor,Bordeaux,1534,24
bur,Burgundy,1534,20
cha1,Champagne 1,1534,NA
cha2,Champagne 2,1534,NA
gai,Gaillac- South-West,1534,NA
ger,Germany,1534,NA
hlv,High Loire Valley,1534,NA
idf,Ile de France,1534,14.395833333333332
jur,Jura,1534,25
lan,Languedoc,1534,NA
llv,Low Loire Valley,1534,NA
lux,Luxembourg,1534,NA
mar,Maritime alps,1534,NA
nit,Northern Italy,1534,NA
nlo,Northern  Lorraine,1534,NA
nrv,Northern Rhone valley,1534,NA
sav,Savoie,1534,NA
spa,Spain,1534,NA
slo,Southern Lorraine,1534,NA
srv,Southern Rhone valley,1534,2.911764705882355
swi,Switzerland (Leman Lake),1534,NA
vse,Various South-East,1534,NA
vpc,Vendée - Poitou Charente,1534,NA
als,Alsace,1535,NA
auv,Auvergne,1535,NA
aux,Auxerre-Avalon,1535,NA
bea,Beaujolais and Maconnais,1535,NA
bor,Bordeaux,1535,NA
bur,Burgundy,1535,30
cha1,Champagne 1,1535,NA
cha2,Champagne 2,1535,NA
gai,Gaillac- South-West,1535,NA
ger,Germany,1535,NA
hlv,High Loire Valley,1535,NA
idf,Ile de France,1535,26.364583333333332
jur,Jura,1535,47.48809523809524
lan,Languedoc,1535,NA
llv,Low Loire Valley,1535,NA
lux,Luxembourg,1535,NA
mar,Maritime alps,1535,NA
nit,Northern Italy,1535,NA
nlo,Northern  Lorraine,1535,NA
nrv,Northern Rhone valley,1535,NA
sav,Savoie,1535,NA
spa,Spain,1535,NA
slo,Southern Lorraine,1535,NA
srv,Southern Rhone valley,1535,NA
swi,Switzerland (Leman Lake),1535,NA
vse,Various South-East,1535,NA
vpc,Vendée - Poitou Charente,1535,NA
als,Alsace,1536,NA
auv,Auvergne,1536,NA
aux,Auxerre-Avalon,1536,NA
bea,Beaujolais and Maconnais,1536,NA
bor,Bordeaux,1536,NA
bur,Burgundy,1536,8
cha1,Champagne 1,1536,NA
cha2,Champagne 2,1536,NA
gai,Gaillac- South-West,1536,NA
ger,Germany,1536,NA
hlv,High Loire Valley,1536,NA
idf,Ile de France,1536,NA
jur,Jura,1536,32.98809523809524
lan,Languedoc,1536,20.05
llv,Low Loire Valley,1536,NA
lux,Luxembourg,1536,NA
mar,Maritime alps,1536,NA
nit,Northern Italy,1536,NA
nlo,Northern  Lorraine,1536,NA
nrv,Northern Rhone valley,1536,NA
sav,Savoie,1536,NA
spa,Spain,1536,NA
slo,Southern Lorraine,1536,NA
srv,Southern Rhone valley,1536,NA
swi,Switzerland (Leman Lake),1536,NA
vse,Various South-East,1536,NA
vpc,Vendée - Poitou Charente,1536,NA
als,Alsace,1537,NA
auv,Auvergne,1537,NA
aux,Auxerre-Avalon,1537,NA
bea,Beaujolais and Maconnais,1537,NA
bor,Bordeaux,1537,NA
bur,Burgundy,1537,40
cha1,Champagne 1,1537,NA
cha2,Champagne 2,1537,NA
gai,Gaillac- South-West,1537,NA
ger,Germany,1537,NA
hlv,High Loire Valley,1537,NA
idf,Ile de France,1537,27.333333333333332
jur,Jura,1537,45.98809523809524
lan,Languedoc,1537,NA
llv,Low Loire Valley,1537,NA
lux,Luxembourg,1537,NA
mar,Maritime alps,1537,NA
nit,Northern Italy,1537,NA
nlo,Northern  Lorraine,1537,NA
nrv,Northern Rhone valley,1537,20
sav,Savoie,1537,NA
spa,Spain,1537,NA
slo,Southern Lorraine,1537,NA
srv,Southern Rhone valley,1537,18.038461538461537
swi,Switzerland (Leman Lake),1537,NA
vse,Various South-East,1537,NA
vpc,Vendée - Poitou Charente,1537,NA
als,Alsace,1538,NA
auv,Auvergne,1538,NA
aux,Auxerre-Avalon,1538,NA
bea,Beaujolais and Maconnais,1538,NA
bor,Bordeaux,1538,NA
bur,Burgundy,1538,12
cha1,Champagne 1,1538,NA
cha2,Champagne 2,1538,NA
gai,Gaillac- South-West,1538,NA
ger,Germany,1538,NA
hlv,High Loire Valley,1538,NA
idf,Ile de France,1538,5.364583333333332
jur,Jura,1538,26.988095238095237
lan,Languedoc,1538,NA
llv,Low Loire Valley,1538,NA
lux,Luxembourg,1538,NA
mar,Maritime alps,1538,NA
nit,Northern Italy,1538,NA
nlo,Northern  Lorraine,1538,NA
nrv,Northern Rhone valley,1538,NA
sav,Savoie,1538,NA
spa,Spain,1538,NA
slo,Southern Lorraine,1538,NA
srv,Southern Rhone valley,1538,NA
swi,Switzerland (Leman Lake),1538,NA
vse,Various South-East,1538,NA
vpc,Vendée - Poitou Charente,1538,NA
als,Alsace,1539,NA
auv,Auvergne,1539,NA
aux,Auxerre-Avalon,1539,NA
bea,Beaujolais and Maconnais,1539,NA
bor,Bordeaux,1539,NA
bur,Burgundy,1539,26
cha1,Champagne 1,1539,NA
cha2,Champagne 2,1539,NA
gai,Gaillac- South-West,1539,NA
ger,Germany,1539,NA
hlv,High Loire Valley,1539,NA
idf,Ile de France,1539,26.333333333333332
jur,Jura,1539,37.48809523809524
lan,Languedoc,1539,NA
llv,Low Loire Valley,1539,NA
lux,Luxembourg,1539,NA
mar,Maritime alps,1539,NA
nit,Northern Italy,1539,NA
nlo,Northern  Lorraine,1539,NA
nrv,Northern Rhone valley,1539,NA
sav,Savoie,1539,NA
spa,Spain,1539,NA
slo,Southern Lorraine,1539,NA
srv,Southern Rhone valley,1539,NA
swi,Switzerland (Leman Lake),1539,NA
vse,Various South-East,1539,NA
vpc,Vendée - Poitou Charente,1539,NA
als,Alsace,1540,NA
auv,Auvergne,1540,NA
aux,Auxerre-Avalon,1540,NA
bea,Beaujolais and Maconnais,1540,NA
bor,Bordeaux,1540,NA
bur,Burgundy,1540,3
cha1,Champagne 1,1540,NA
cha2,Champagne 2,1540,NA
gai,Gaillac- South-West,1540,NA
ger,Germany,1540,NA
hlv,High Loire Valley,1540,NA
idf,Ile de France,1540,6.395833333333332
jur,Jura,1540,8.988095238095237
lan,Languedoc,1540,NA
llv,Low Loire Valley,1540,NA
lux,Luxembourg,1540,NA
mar,Maritime alps,1540,NA
nit,Northern Italy,1540,NA
nlo,Northern  Lorraine,1540,NA
nrv,Northern Rhone valley,1540,11
sav,Savoie,1540,NA
spa,Spain,1540,37
slo,Southern Lorraine,1540,NA
srv,Southern Rhone valley,1540,NA
swi,Switzerland (Leman Lake),1540,NA
vse,Various South-East,1540,NA
vpc,Vendée - Poitou Charente,1540,NA
als,Alsace,1541,NA
auv,Auvergne,1541,NA
aux,Auxerre-Avalon,1541,NA
bea,Beaujolais and Maconnais,1541,NA
bor,Bordeaux,1541,NA
bur,Burgundy,1541,NA
cha1,Champagne 1,1541,NA
cha2,Champagne 2,1541,NA
gai,Gaillac- South-West,1541,NA
ger,Germany,1541,NA
hlv,High Loire Valley,1541,NA
idf,Ile de France,1541,22.364583333333332
jur,Jura,1541,51.48809523809524
lan,Languedoc,1541,NA
llv,Low Loire Valley,1541,NA
lux,Luxembourg,1541,NA
mar,Maritime alps,1541,NA
nit,Northern Italy,1541,NA
nlo,Northern  Lorraine,1541,NA
nrv,Northern Rhone valley,1541,NA
sav,Savoie,1541,NA
spa,Spain,1541,53
slo,Southern Lorraine,1541,NA
srv,Southern Rhone valley,1541,14.57142857142857
swi,Switzerland (Leman Lake),1541,NA
vse,Various South-East,1541,NA
vpc,Vendée - Poitou Charente,1541,NA
als,Alsace,1542,NA
auv,Auvergne,1542,NA
aux,Auxerre-Avalon,1542,NA
bea,Beaujolais and Maconnais,1542,NA
bor,Bordeaux,1542,NA
bur,Burgundy,1542,NA
cha1,Champagne 1,1542,NA
cha2,Champagne 2,1542,NA
gai,Gaillac- South-West,1542,NA
ger,Germany,1542,NA
hlv,High Loire Valley,1542,NA
idf,Ile de France,1542,43.86458333333333
jur,Jura,1542,64.48809523809524
lan,Languedoc,1542,NA
llv,Low Loire Valley,1542,NA
lux,Luxembourg,1542,NA
mar,Maritime alps,1542,NA
nit,Northern Italy,1542,NA
nlo,Northern  Lorraine,1542,NA
nrv,Northern Rhone valley,1542,NA
sav,Savoie,1542,NA
spa,Spain,1542,49
slo,Southern Lorraine,1542,NA
srv,Southern Rhone valley,1542,NA
swi,Switzerland (Leman Lake),1542,NA
vse,Various South-East,1542,NA
vpc,Vendée - Poitou Charente,1542,NA
als,Alsace,1543,NA
auv,Auvergne,1543,NA
aux,Auxerre-Avalon,1543,NA
bea,Beaujolais and Maconnais,1543,NA
bor,Bordeaux,1543,NA
bur,Burgundy,1543,NA
cha1,Champagne 1,1543,NA
cha2,Champagne 2,1543,NA
gai,Gaillac- South-West,1543,NA
ger,Germany,1543,NA
hlv,High Loire Valley,1543,NA
idf,Ile de France,1543,21.333333333333332
jur,Jura,1543,51.48809523809524
lan,Languedoc,1543,NA
llv,Low Loire Valley,1543,NA
lux,Luxembourg,1543,NA
mar,Maritime alps,1543,NA
nit,Northern Italy,1543,NA
nlo,Northern  Lorraine,1543,NA
nrv,Northern Rhone valley,1543,NA
sav,Savoie,1543,NA
spa,Spain,1543,48
slo,Southern Lorraine,1543,NA
srv,Southern Rhone valley,1543,NA
swi,Switzerland (Leman Lake),1543,NA
vse,Various South-East,1543,22
vpc,Vendée - Poitou Charente,1543,NA
als,Alsace,1544,NA
auv,Auvergne,1544,NA
aux,Auxerre-Avalon,1544,NA
bea,Beaujolais and Maconnais,1544,NA
bor,Bordeaux,1544,NA
bur,Burgundy,1544,NA
cha1,Champagne 1,1544,NA
cha2,Champagne 2,1544,NA
gai,Gaillac- South-West,1544,NA
ger,Germany,1544,NA
hlv,High Loire Valley,1544,NA
idf,Ile de France,1544,27.333333333333332
jur,Jura,1544,41
lan,Languedoc,1544,NA
llv,Low Loire Valley,1544,NA
lux,Luxembourg,1544,NA
mar,Maritime alps,1544,NA
nit,Northern Italy,1544,NA
nlo,Northern  Lorraine,1544,NA
nrv,Northern Rhone valley,1544,NA
sav,Savoie,1544,NA
spa,Spain,1544,NA
slo,Southern Lorraine,1544,NA
srv,Southern Rhone valley,1544,NA
swi,Switzerland (Leman Lake),1544,NA
vse,Various South-East,1544,NA
vpc,Vendée - Poitou Charente,1544,NA
als,Alsace,1545,NA
auv,Auvergne,1545,NA
aux,Auxerre-Avalon,1545,NA
bea,Beaujolais and Maconnais,1545,NA
bor,Bordeaux,1545,NA
bur,Burgundy,1545,11
cha1,Champagne 1,1545,NA
cha2,Champagne 2,1545,NA
gai,Gaillac- South-West,1545,NA
ger,Germany,1545,NA
hlv,High Loire Valley,1545,NA
idf,Ile de France,1545,12.410256410256409
jur,Jura,1545,19.988095238095237
lan,Languedoc,1545,NA
llv,Low Loire Valley,1545,NA
lux,Luxembourg,1545,NA
mar,Maritime alps,1545,NA
nit,Northern Italy,1545,NA
nlo,Northern  Lorraine,1545,NA
nrv,Northern Rhone valley,1545,NA
sav,Savoie,1545,NA
spa,Spain,1545,31
slo,Southern Lorraine,1545,NA
srv,Southern Rhone valley,1545,NA
swi,Switzerland (Leman Lake),1545,NA
vse,Various South-East,1545,NA
vpc,Vendée - Poitou Charente,1545,NA
als,Alsace,1546,NA
auv,Auvergne,1546,NA
aux,Auxerre-Avalon,1546,NA
bea,Beaujolais and Maconnais,1546,NA
